ticker,name,category,score,price,year_high,year_low,ma50,ma200,off_high_pct,above_low_pct,chg_5d,chg_1m,chg_3m,chg_6m,chg_1y,vol_ratio,as_of
CGNX,Cognex Corporation,C_基底修復中,48.3,64.0,72.88,34.6,64.6992,51.9602,12.2,85.0,-2.48,1.3,-0.4,9.1,51.2,0.98,2026-08-19
KLAC,KLA Corporation,D_趨勢弱,48.2,187.23,307.37,83.224,221.65723,167.19843,39.1,125.0,-3.88,-12.3,7.0,27.7,116.6,0.92,2026-08-19
COHR,"Coherent, Inc.",D_趨勢弱,47.4,285.61,440,84.35,335.8976,266.63956,35.1,238.6,-6.79,3.6,-22.3,30.1,231.8,1.44,2026-08-19
PLTR,Palantir Technologies Inc.,C_基底修復中,46.8,175.83,207.52,106.37,135.6048,152.0078,15.3,65.3,2.5,32.1,29.4,29.2,1.1,0.62,2026-08-19
MSFT,Microsoft Corporation,C_基底修復中,46.6,483.82,553.72,349.2,413.8216,432.1719,12.6,38.6,0.45,22.8,14.2,21.0,-6.4,0.61,2026-08-19
AMAT,"Applied Materials, Inc.",D_趨勢弱,44.9,492.7,739.67,154.47,559.5582,390.2122,33.4,219.0,-4.21,-7.1,20.2,35.1,210.3,0.97,2026-08-19
VRT,Vertiv Holdings Co,D_趨勢弱,43.5,262.66,379.94,118.7,297.4996,250.74585,30.9,121.3,-4.18,-14.4,-31.7,14.4,109.9,0.44,2026-08-19
MPWR,"Monolithic Power Systems, Inc.",C_基底修復中,43.2,1333.64,1714.09,800.97,1395.3104,1229.6731,22.2,66.5,0.03,1.6,-10.3,12.2,56.8,1.28,2026-08-19
CIEN,Ciena Corporation,D_趨勢弱,42.9,404.5,637.51,84.41,426.2624,364.51236,36.6,379.2,-0.26,8.1,-22.9,30.2,340.9,1.17,2026-08-19
DUOL,"Duolingo, Inc.",D_趨勢弱,42.9,149.0,371.63,87.89,127.717,137.33905,59.9,69.5,5.19,13.1,30.4,29.8,-47.5,0.67,2026-08-19
CRDO,Credo Technology Group Holding Ltd,C_基底修復中,41.1,237.19,308.67,86.485,240.694,171.69028,23.2,174.3,-3.57,17.8,53.8,88.7,103.6,1,2026-08-19
MOD,Modine Manufacturing Company,C_基底修復中,40.3,229.34,323.25,111.18,238.8548,207.6243,29.1,106.3,14.29,1.8,-4.5,6.5,58.2,0.96,2026-08-19
AAOI,"Applied Optoelectronics, Inc.",D_趨勢弱,40,128.15,233.67,18.5,132.9824,95.57662,45.2,592.7,-2.48,25.8,-26.6,200.0,400.4,1.19,2026-08-19
TEM,"Tempus AI, Inc.",D_趨勢弱,39.4,55.69,104.32,40.77,51.5402,57.46915,46.6,36.6,8.35,-2.0,25.6,7.2,-22.4,0.48,2026-08-19
APLD,Applied Digital Corp.,D_趨勢弱,36.8,31.16,50.73,12.35,34.111,32.43288,38.6,152.3,9.41,8.2,-26.0,-10.9,122.1,0.82,2026-08-19
ZS,"Zscaler, Inc.",D_趨勢弱,36.5,184.6,336.99,114.625,146.4404,182.35432,45.2,61.0,-0.59,23.3,5.7,7.3,-33.6,0.54,2026-08-19
MNDY,monday.com Ltd.,D_趨勢弱,33.9,88.16,220.8,57.5,81.1406,101.53873,60.1,53.3,0.75,10.4,22.4,21.7,-49.4,0.73,2026-08-19
AI,"C3.ai, Inc.",D_趨勢弱,32.3,9.87,20.22,7.68,9.5842,11.0865,51.2,28.5,0.0,-2.7,14.2,-8.5,-45.0,0.76,2026-08-19
QCOM,QUALCOMM Incorporated,D_趨勢弱,32.1,161.82,259.92,121.99,182.263,168.58775,37.7,32.7,1.02,-5.7,-20.3,12.9,1.8,0.52,2026-08-19
CLS,Celestica Inc.,D_趨勢弱,31.2,300.86,474.03,173.23,348.106,330.1563,36.5,73.7,-3.13,-0.1,-12.5,3.5,56.2,1.22,2026-08-19
CDNS,"Cadence Design Systems, Inc.",D_趨勢弱,30.9,323.47,416.69,262.75,359.4948,327.51254,22.4,23.1,2.2,-1.9,-6.3,6.0,-9.0,0.67,2026-08-19
SMCI,"Super Micro Computer, Inc.",D_趨勢弱,30.0,37.01,58.78,19.48,30.6396,31.7437,37.0,90.0,-1.07,53.6,20.2,24.8,-19.5,0.95,2026-08-19
TLN,Talen Energy Corporation,D_趨勢弱,29.5,357.88,451.28,301.45,370.7248,363.68436,20.7,18.7,5.26,-3.1,7.6,-4.7,-5.0,0.62,2026-08-19
CEG,Constellation Energy Corporation,D_趨勢弱,28.5,274.17,412.7,228.63,261.0965,302.6325,33.6,19.9,-2.95,6.5,2.8,-5.0,-15.2,0.57,2026-08-19
IREN,IREN Limited,D_趨勢弱,27.4,42.0,76.86,17.22,44.8934,47.08985,45.4,143.9,0.0,12.6,-21.4,-0.3,119.1,0.8,2026-08-19
NOW,"ServiceNow, Inc.",D_趨勢弱,27.2,119.49,194.726,81.24,107.6158,121.46058,38.6,47.1,0.0,15.7,15.5,10.8,-33.0,0.52,2026-08-19
SOUN,"SoundHound AI, Inc.",D_趨勢弱,24.2,7.16,22.17,5.65,6.7531,8.9865,67.7,26.7,1.7,10.8,-15.2,-4.0,-55.9,0.69,2026-08-19
BBAI,"BigBear.ai Holdings, Inc.",D_趨勢弱,22.2,3.12,9.39,2.59,3.8028,5.36385,66.8,20.5,-2.8,-2.8,-24.5,-24.5,-51.4,0.41,2026-08-19
RDDT,"Reddit, Inc.",D_趨勢弱,20.2,156.48,282.95,119.27,174.853,178.067,44.7,31.2,-12.13,2.9,0.5,15.4,-39.8,4.01,2026-08-19
VST,Vistra Corp.,D_趨勢弱,19.8,140.39,219.81,132.66,154.0554,161.37025,36.1,5.8,-2.26,-5.2,0.7,-19.0,-30.3,0.56,2026-08-19
OUST,Ouster's Q2 2026 revenue rose ,D_趨勢弱,19.4,47.84,63.79,16.4,0,0,25.0,191.7,-0.6,-0.6,-0.6,-0.6,-0.6,1,2026-08-19
FN,Fabrinet,D_趨勢弱,18.2,450.02,748.89,272.49,529.7006,537.3571,39.9,65.2,-6.75,-5.9,-37.8,-11.3,40.8,3.45,2026-08-19
TSLA,"Tesla, Inc.",D_趨勢弱,18.2,351.23,498.83,297.38,369.5024,405.4732,29.6,18.1,4.26,-7.3,-13.6,-13.8,4.8,0.55,2026-08-19
SNPS,"Synopsys, Inc.",D_趨勢弱,17.6,413.22,624.82,366,425.3424,447.088,33.9,12.9,2.18,7.4,-16.7,-6.4,-33.2,0.85,2026-08-19
CRM,"Salesforce, Inc.",D_趨勢弱,16.5,195.0,269.11,146.32,172.548,201.8865,27.5,33.3,-0.58,14.3,8.7,3.9,-20.2,0.96,2026-08-19
OKLO,Oklo Inc.,D_趨勢弱,15.3,41.36,193.84,36.61,49.017,70.48435,78.7,13.0,-0.1,-9.7,-35.5,-39.3,-44.4,0.64,2026-08-19
CRWV,"CoreWeave, Inc. Class A Common Stock",D_趨勢弱,15.0,92.17,153.2,60.55,90.6598,92.94492,39.8,52.2,-13.05,52.0,-14.2,-2.7,-7.0,1.06,2026-08-19
CBRS,Cerebras Systems Inc.,D_趨勢弱,15.0,215.69,386.34,160.81,208.7452,220.47797,44.2,34.1,-2.78,17.5,-23.2,-31.1,-31.1,1.98,2026-08-19
ORCL,Oracle Corporation,D_趨勢弱,12.1,142.79,345.72,114.5,150.5744,175.4621,58.7,24.7,0.08,12.9,-23.5,-8.6,-42.6,0.54,2026-08-19
APP,AppLovin Corporation,D_趨勢弱,10.0,213.18,745.61,213.18,445.2948,506.61844,71.4,0.0,-30.62,-58.2,-68.2,-54.6,-60.6,0.89,2026-08-19
SMR,NuScale Power Corporation,D_趨勢弱,9.9,8.72,57.42,7.21,9.4988,14.94545,84.8,20.9,-0.91,5.1,-23.6,-41.6,-80.7,1.06,2026-08-19
META,"Meta Platforms, Inc.",D_趨勢弱,0.0,544.96,790.8,520.26,595.9618,626.72205,31.1,4.7,0.24,-15.6,-10.8,-15.2,-28.9,1.53,2026-08-19
